ash85,9
bcspwr01,5
bcspwr02,7
bcspwr03,10
bcsstk01,16
bcsstk22,9
curtis54,10
dwt__234,11
gre__115,20
ibm32,11
impcol_b,19
lns__131,19
nos1,3
nos4,10
pores_1,7
saylr1,12
steam3,7
west0132,25
west0156,34
will57,6
